workload,total_num_tasks,total_task_durations,total_num_objects,total_object_sizes,norm_critical_path,num_nodes,worker_per_node,data_transfer_cost,scheduler,total job completion
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,0.001, trivial,721.897373
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,0.01, trivial,969.977955
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,0.1, trivial,3658.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,1, trivial,30802.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,10, trivial,302242.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,100, trivial,3016642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,0.001, trivial,720.142028
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,0.01, trivial,941.536485
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,0.1, trivial,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,1, trivial,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,10, trivial,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,100, trivial,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,0.001, trivial,718.658854
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,0.01, trivial,910.920561
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,0.1, trivial,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,1, trivial,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,10, trivial,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,100, trivial,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,0.001, trivial,717.162854
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,0.01, trivial,883.893511
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,0.1, trivial,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,1, trivial,21680.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,10, trivial,211040.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,100, trivial,2104640.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,2,0.001, trivial,721.897373
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,2,0.01, trivial,969.977955
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,2,0.1, trivial,3658.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,2,1, trivial,30802.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,2,10, trivial,302242.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,2,100, trivial,3016642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,3,0.001, trivial,720.142028
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,3,0.01, trivial,941.536485
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,3,0.1, trivial,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,3,1, trivial,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,3,10, trivial,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,3,100, trivial,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,4,0.001, trivial,718.658854
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,4,0.01, trivial,910.920561
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,4,0.1, trivial,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,4,1, trivial,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,4,10, trivial,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,4,100, trivial,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,5,0.001, trivial,717.162854
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,5,0.01, trivial,883.893511
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,5,0.1, trivial,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,5,1, trivial,21680.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,5,10, trivial,211040.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,5,100, trivial,2104640.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,2,0.001, trivial,721.897373
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,2,0.01, trivial,969.977955
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,2,0.1, trivial,3658.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,2,1, trivial,30802.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,2,10, trivial,302242.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,2,100, trivial,3016642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,3,0.001, trivial,720.142028
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,3,0.01, trivial,941.536485
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,3,0.1, trivial,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,3,1, trivial,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,3,10, trivial,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,3,100, trivial,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,4,0.001, trivial,718.658854
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,4,0.01, trivial,910.920561
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,4,0.1, trivial,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,4,1, trivial,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,4,10, trivial,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,4,100, trivial,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,5,0.001, trivial,717.162854
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,5,0.01, trivial,883.893511
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,5,0.1, trivial,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,5,1, trivial,21680.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,5,10, trivial,211040.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,5,100, trivial,2104640.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,2,0.001, location_aware,1211.949639
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,2,0.01, location_aware,1259.253639
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,2,0.1, location_aware,3354.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,2,1, location_aware,27762.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,2,10, location_aware,271842.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,2,100, location_aware,2712642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,3,0.001, location_aware,720.142028
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,3,0.01, location_aware,941.536485
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,3,0.1, location_aware,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,3,1, location_aware,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,3,10, location_aware,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,3,100, location_aware,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,4,0.001, location_aware,718.658854
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,4,0.01, location_aware,910.920561
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,4,0.1, location_aware,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,4,1, location_aware,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,4,10, location_aware,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,4,100, location_aware,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,5,0.001, location_aware,717.162854
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,5,0.01, location_aware,883.893511
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,5,0.1, location_aware,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,5,1, location_aware,21680.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,5,10, location_aware,211040.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,5,100, location_aware,2104640.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,2,0.001, location_aware,721.897373
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,2,0.01, location_aware,969.977955
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,2,0.1, location_aware,3658.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,2,1, location_aware,30802.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,2,10, location_aware,302242.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,2,100, location_aware,3016642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,3,0.001, location_aware,720.142028
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,3,0.01, location_aware,941.536485
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,3,0.1, location_aware,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,3,1, location_aware,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,3,10, location_aware,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,3,100, location_aware,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,4,0.001, location_aware,718.658854
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,4,0.01, location_aware,910.920561
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,4,0.1, location_aware,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,4,1, location_aware,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,4,10, location_aware,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,4,100, location_aware,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,5,0.001, location_aware,717.162854
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,5,0.01, location_aware,883.893511
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,5,0.1, location_aware,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,5,1, location_aware,21680.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,5,10, location_aware,211040.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,5,100, location_aware,2104640.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,2,0.001, location_aware,721.897373
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,2,0.01, location_aware,969.977955
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,2,0.1, location_aware,3658.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,2,1, location_aware,30802.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,2,10, location_aware,302242.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,2,100, location_aware,3016642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,3,0.001, location_aware,720.142028
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,3,0.01, location_aware,941.536485
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,3,0.1, location_aware,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,3,1, location_aware,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,3,10, location_aware,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,3,100, location_aware,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,4,0.001, location_aware,718.658854
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,4,0.01, location_aware,910.920561
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,4,0.1, location_aware,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,4,1, location_aware,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,4,10, location_aware,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,4,100, location_aware,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,5,0.001, location_aware,717.162854
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,5,0.01, location_aware,883.893511
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,5,0.1, location_aware,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,5,1, location_aware,21680.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,5,10, location_aware,211040.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,5,100, location_aware,2104640.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,0.001, location_aware,721.897373
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,0.01, location_aware,969.977955
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,0.1, location_aware,3658.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,1, location_aware,30802.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,10, location_aware,302242.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,100, location_aware,3016642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,0.001, location_aware,720.142028
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,0.01, location_aware,941.536485
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,0.1, location_aware,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,1, location_aware,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,10, location_aware,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,100, location_aware,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,0.001, location_aware,718.658854
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,0.01, location_aware,910.920561
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,0.1, location_aware,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,1, location_aware,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,10, location_aware,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,100, location_aware,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,0.001, location_aware,717.162854
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,0.01, location_aware,883.893511
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,0.1, location_aware,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,1, location_aware,21680.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,10, location_aware,211040.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,100, location_aware,2104640.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,2,0.001, location_aware,721.897373
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,2,0.01, location_aware,969.977955
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,2,0.1, location_aware,3658.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,2,1, location_aware,30802.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,2,10, location_aware,302242.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,2,100, location_aware,3016642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,3,0.001, location_aware,720.142028
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,3,0.01, location_aware,941.536485
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,3,0.1, location_aware,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,3,1, location_aware,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,3,10, location_aware,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,3,100, location_aware,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,4,0.001, location_aware,718.658854
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,4,0.01, location_aware,910.920561
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,4,0.1, location_aware,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,4,1, location_aware,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,4,10, location_aware,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,4,100, location_aware,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,5,0.001, location_aware,717.162854
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,5,0.01, location_aware,883.893511
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,5,0.1, location_aware,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,5,1, location_aware,21680.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,5,10, location_aware,211040.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,9,5,100, location_aware,2104640.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,2,0.001, location_aware,721.897373
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,2,0.01, location_aware,969.977955
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,2,0.1, location_aware,3658.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,2,1, location_aware,30802.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,2,10, location_aware,302242.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,2,100, location_aware,3016642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,3,0.001, location_aware,720.142028
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,3,0.01, location_aware,941.536485
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,3,0.1, location_aware,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,3,1, location_aware,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,3,10, location_aware,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,3,100, location_aware,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,4,0.001, location_aware,718.658854
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,4,0.01, location_aware,910.920561
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,4,0.1, location_aware,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,4,1, location_aware,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,4,10, location_aware,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,4,100, location_aware,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,5,0.001, location_aware,717.162854
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,5,0.01, location_aware,883.893511
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,5,0.1, location_aware,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,5,1, location_aware,21680.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,5,10, location_aware,211040.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,10,5,100, location_aware,2104640.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,2,0.001, trivial_local,1211.849639
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,2,0.01, trivial_local,1259.153639
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,2,0.1, trivial_local,3354.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,2,1, trivial_local,27762.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,2,10, trivial_local,271842.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,2,100, trivial_local,2712642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,3,0.001, trivial_local,719.86853
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,3,0.01, trivial_local,941.036485
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,3,0.1, trivial_local,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,3,1, trivial_local,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,3,10, trivial_local,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,3,100, trivial_local,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,4,0.001, trivial_local,718.358854
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,4,0.01, trivial_local,910.520561
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,4,0.1, trivial_local,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,4,1, trivial_local,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,4,10, trivial_local,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,4,100, trivial_local,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,5,0.001, trivial_local,716.762854
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,5,0.01, trivial_local,883.393511
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,5,0.1, trivial_local,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,5,1, trivial_local,21680.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,5,10, trivial_local,211040.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,5,5,100, trivial_local,2104640.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,2,0.001, trivial_local,721.797373
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,2,0.01, trivial_local,969.710028
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,2,0.1, trivial_local,3658.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,2,1, trivial_local,30802.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,2,10, trivial_local,302242.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,2,100, trivial_local,3016642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,3,0.001, trivial_local,719.86853
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,3,0.01, trivial_local,941.036485
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,3,0.1, trivial_local,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,3,1, trivial_local,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,3,10, trivial_local,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,3,100, trivial_local,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,4,0.001, trivial_local,718.358854
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,4,0.01, trivial_local,910.520561
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,4,0.1, trivial_local,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,4,1, trivial_local,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,4,10, trivial_local,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,4,100, trivial_local,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,5,0.001, trivial_local,716.762854
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,5,0.01, trivial_local,883.393511
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,5,0.1, trivial_local,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,5,1, trivial_local,21680.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,5,10, trivial_local,211040.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,6,5,100, trivial_local,2104640.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,2,0.001, trivial_local,721.797373
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,2,0.01, trivial_local,969.710028
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,2,0.1, trivial_local,3658.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,2,1, trivial_local,30802.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,2,10, trivial_local,302242.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,2,100, trivial_local,3016642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,3,0.001, trivial_local,719.86853
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,3,0.01, trivial_local,941.036485
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,3,0.1, trivial_local,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,3,1, trivial_local,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,3,10, trivial_local,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,3,100, trivial_local,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,4,0.001, trivial_local,718.358854
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,4,0.01, trivial_local,910.520561
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,4,0.1, trivial_local,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,4,1, trivial_local,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,4,10, trivial_local,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,4,100, trivial_local,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,5,0.001, trivial_local,716.762854
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,5,0.01, trivial_local,883.393511
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,5,0.1, trivial_local,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,5,1, trivial_local,21680.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,5,10, trivial_local,211040.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,7,5,100, trivial_local,2104640.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,0.001, trivial_local,721.797373
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,0.01, trivial_local,969.710028
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,0.1, trivial_local,3658.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,1, trivial_local,30802.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,10, trivial_local,302242.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,2,100, trivial_local,3016642.446875
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,0.001, trivial_local,719.86853
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,0.01, trivial_local,941.036485
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,0.1, trivial_local,3353.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,1, trivial_local,27761.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,10, trivial_local,271841.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,3,100, trivial_local,2712641.937591
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,0.001, trivial_local,718.358854
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,0.01, trivial_local,910.520561
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,0.1, trivial_local,3041.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,1, trivial_local,24713.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,10, trivial_local,241433.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,4,100, trivial_local,2408633.870969
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,0.001, trivial_local,716.762854
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,0.01, trivial_local,883.393511
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,0.1, trivial_local,2744.572301
rl-pong,101,6389.04836965,210,33200,0.1097026897,8,5,1, trivial_local,21680.572301
