workers,scale,load,1 layer average time,1 layer 90th precntile,1 layer worst time, 2 layers average time,2 layers 90th precntile,2 layers worst time, 3 layers average time,3 layers 90th precntile,3 layers worst time, 4 layers average time,4 layers 90th precntile,4 layers worst time, 5 layers average time,5 layers 90th precntile,5 layers worst time, 6 layers average time,6 layers 90th precntile,6 layers worst time
8,30,3,1.2290266037,0.174220085144,11.3070631027,0.28296558857,0.332640171051,0.401489973068,0.421661996841,0.516231060028,0.648761034012,0.670925807953,0.717031955719,0.952279090881,0.683936047554,0.84938287735,0.857573032379,0.824595379829,0.98557806015,1.05850601196
8,35,4,1.18864126205,0.16633605957,10.7242598534,0.324974370003,0.340698003769,0.665985107422,0.486618304253,0.585535049438,0.604843139648,0.612456440926,0.723529100418,0.817448139191,0.781078076363,0.888710975647,1.05943989754,0.918291401863,1.09640216827,1.1778280735
8,40,5,1.27828118801,0.265336990356,11.2947580814,0.394795322418,0.618585109711,0.726137876511,0.540934681892,0.634021043777,0.764222860336,0.696717905998,0.882501125336,1.04921293259,0.878427195549,1.04004597664,1.14709615707,1.01120955944,1.1144528389,1.21008586884
8,45,5,1.27047376633,0.320199012756,11.3102338314,0.417453598976,0.542269945145,0.59552192688,0.585625481606,0.696575880051,0.711176872253,0.683559918404,0.707813978195,0.912858009338,0.910340499878,1.01706886292,1.02884507179,1.18581914902,1.46205711365,1.71016693115
8,50,6,1.48662893772,0.219300031662,13.3729329109,0.373776888847,0.475548028946,0.588171958923,0.502777767181,0.529865980148,0.689282894135,0.737048625946,0.865234851837,1.18652415276,0.989599990845,1.34307098389,1.42391991615,1.07390003204,1.3693420887,1.59222602844
9,5,0,1.15326464176,0.115111112595,10.6702442169,0.195807766914,0.221121072769,0.22412109375,0.29668943882,0.345198154449,0.352199077606,0.399445104599,0.429533004761,0.58776307106,0.502986311913,0.561429977417,0.661457061768,0.598862862587,0.699819087982,0.787984848022
9,10,1,1.15966629982,0.154382944107,10.67228508,0.218058443069,0.227504968643,0.399537086487,0.316217875481,0.359209060669,0.381941080093,0.388329195976,0.420206069946,0.426291942596,0.521407294273,0.669228076935,0.66956615448,0.628811192513,0.730783939362,0.730892896652
9,15,1,1.09073479176,0.102968931198,10.0725572109,0.192140579224,0.210736989975,0.226269006729,0.292326831818,0.310786008835,0.318897008896,0.413225412369,0.536390066147,0.554711818695,0.488036894798,0.517374992371,0.63453412056,0.628098297119,0.703497171402,0.812809944153
9,20,2,1.68473508358,0.266162872314,15.5054218769,0.277184152603,0.324972867966,0.567355155945,0.369599175453,0.46272611618,0.499099969864,0.531186151505,0.609897851944,0.7110850811,0.753735184669,1.15620303154,1.61696791649,0.861860918999,1.05878210068,1.4638171196
9,25,2,1.15601170063,0.217783927917,10.4348771572,0.239753246307,0.281659841537,0.339210987091,0.344518208504,0.437652826309,0.471410036087,0.440878033638,0.461295127869,0.730944871902,0.567198181152,0.677553892136,0.899412870407,0.727165722847,1.04680395126,1.17023921013
9,30,3,1.11349258423,0.140019893646,10.172549963,0.217901611328,0.24609708786,0.301906824112,0.342141795158,0.389758110046,0.55189204216,0.434448337555,0.475656986237,0.550435066223,0.607589960098,0.707626819611,0.886474847794,0.693624329567,0.871375083923,0.880259990692
9,35,3,1.25486626625,0.266988992691,11.2679769993,0.322664117813,0.473994016647,0.574005842209,0.463113689423,0.861441135406,0.907835960388,0.586680221558,0.861089944839,1.17532801628,0.689264202118,0.758226156235,1.21423196793,0.932581496239,1.27969503403,1.63145589828
9,40,4,1.26301541328,0.201519012451,11.3620209694,0.297005057335,0.375118970871,0.446778059006,0.425716996193,0.474014997482,0.666166067123,0.601957058907,0.705724000931,0.725914001465,0.68145596981,0.819493055344,0.877915859222,0.831386899948,0.928570985794,0.950971126556
9,45,5,1.28509845734,0.255080223083,11.4595320225,0.29418489933,0.318081855774,0.360264062881,0.441330766678,0.50183391571,0.512465953827,0.600061178207,0.697277069092,0.698518037796,0.758412885666,0.855736017227,0.856215000153,0.895009970665,0.951686143875,0.992673158646
